skin_name,weapon_type,base_price_vp,discount_percent,final_price_vp,region,rank,age_group,avg_monthly_spend,previous_purchases,wishlist_added,event_active,purchased
Ora,Sheriff,2475,20,1980.0,Asia,Iron,16-20,1082,0,0,1,False
Ora,Sheriff,2475,0,2475.0,Asia,Iron,21-25,3388,1,1,1,False
Neptune,Odin,1775,0,1775.0,EU,Radiant,26-30,4995,4,0,1,False
Evori,Melee,4950,10,4455.0,Asia,Bronze,21-25,2113,15,0,1,False
Elderflame,Frenzy,2475,20,1980.0,Asia,Immortal,26-30,3260,2,1,1,False
Prime,Guardian,1775,30,1242.5,EU,Immortal,26-30,2855,18,0,1,True
Wasteland,Shorty,1275,0,1275.0,Asia,Silver,16-20,1647,18,0,1,False
Ion,Bucky,1775,30,1242.5,Asia,Diamond,26-30,1859,0,1,1,False
Neptune,Odin,1775,10,1597.5,Asia,Diamond,21-25,2197,10,1,1,False
Glitchpop,Classic,2175,30,1522.5,NA,Radiant,26-30,4538,11,0,0,True
Mystbloom,Outlaw,2175,20,1740.0,Asia,Bronze,26-30,4323,16,1,1,False
Nocturnum,Marshal,2175,0,2175.0,Asia,Diamond,21-25,4395,13,1,1,False
Glitchpop,Classic,2175,20,1740.0,NA,Gold,26-30,3281,18,0,0,False
Wasteland,Shorty,1275,0,1275.0,Asia,Radiant,16-20,1898,6,0,1,False
Reaver,Bandit,1775,30,1242.5,NA,Iron,16-20,777,1,0,0,True
Wasteland,Shorty,1275,0,1275.0,EU,Platinum,21-25,3513,6,1,1,False
Kuronami,Sheriff,2375,20,1900.0,NA,Iron,21-25,1906,1,1,0,False
Nocturnum,Marshal,2175,30,1522.5,EU,Bronze,26-30,3384,7,1,1,False
Wasteland,Shorty,1275,0,1275.0,NA,Platinum,16-20,1918,18,1,0,True
Elderflame,Frenzy,2475,20,1980.0,NA,Diamond,16-20,2734,4,1,1,True
Singularity,Ares,2175,0,2175.0,EU,Radiant,21-25,831,15,0,0,False
Reaver,Bandit,1775,10,1597.5,Asia,Silver,16-20,4590,13,1,0,False
Glitchpop,Classic,2175,20,1740.0,NA,Platinum,16-20,1981,6,1,1,True
Glitchpop,Classic,2175,0,2175.0,Asia,Diamond,21-25,1751,6,1,1,True
RGX,Operator,2175,20,1740.0,EU,Silver,16-20,825,15,0,1,False
Glitchpop,Classic,2175,30,1522.5,EU,Platinum,26-30,535,9,0,1,False
Reaver,Bandit,1775,30,1242.5,EU,Bronze,21-25,2168,5,0,1,True
Nocturnum,Marshal,2175,0,2175.0,EU,Iron,21-25,2853,8,1,0,False
Elderflame,Frenzy,2475,30,1732.5,Asia,Platinum,16-20,4285,13,0,0,True
Forsaken,Spectre,1775,30,1242.5,Asia,Gold,21-25,4065,8,0,0,True
Singularity,Ares,2175,0,2175.0,NA,Bronze,16-20,2237,17,0,0,False
RGX,Operator,2175,10,1957.5,Asia,Bronze,21-25,4835,15,0,0,False
Prime,Guardian,1775,20,1420.0,Asia,Gold,21-25,713,20,1,1,False
Glitchpop,Classic,2175,20,1740.0,EU,Gold,26-30,4516,7,0,1,True
Oni,Bulldog,1775,0,1775.0,EU,Gold,21-25,2764,17,1,0,False
Neptune,Odin,1775,20,1420.0,NA,Diamond,21-25,787,13,0,0,False
RGX,Operator,2175,10,1957.5,Asia,Diamond,21-25,2313,16,0,1,True
Singularity,Ares,2175,0,2175.0,EU,Bronze,21-25,3026,4,0,1,False
Gaia,Vandal,1775,20,1420.0,EU,Gold,16-20,4153,4,0,0,False
Wasteland,Shorty,1275,0,1275.0,Asia,Radiant,26-30,2750,13,1,0,True
RGX,Operator,2175,10,1957.5,NA,Bronze,26-30,3869,7,1,1,False
Ora,Sheriff,2475,10,2227.5,NA,Radiant,16-20,1183,6,1,1,False
Reaver,Bandit,1775,20,1420.0,EU,Immortal,21-25,2888,1,1,1,True
Oni,Bulldog,1775,0,1775.0,EU,Immortal,16-20,1671,19,1,1,True
Imperium,Judge,2175,0,2175.0,NA,Silver,21-25,2335,8,1,1,False
Nocturnum,Marshal,2175,0,2175.0,Asia,Platinum,26-30,2788,13,1,1,False
Overdrive,Stinger,2175,20,1740.0,EU,Iron,21-25,3197,12,0,0,False
Prime,Guardian,1775,0,1775.0,EU,Radiant,21-25,2021,5,0,1,False
Oni,Bulldog,1775,30,1242.5,EU,Platinum,26-30,507,7,1,1,False
Spectrum,Phantom,2675,0,2675.0,Asia,Platinum,26-30,3063,5,1,0,False
Reaver,Bandit,1775,20,1420.0,Asia,Gold,26-30,4780,2,0,1,False
Overdrive,Stinger,2175,10,1957.5,NA,Radiant,26-30,4816,19,0,0,True
Ion,Bucky,1775,30,1242.5,Asia,Platinum,16-20,4429,8,0,1,False
Elderflame,Frenzy,2475,10,2227.5,NA,Diamond,16-20,1535,14,1,1,True
Mystbloom,Outlaw,2175,20,1740.0,EU,Iron,26-30,1305,18,0,1,False
Kuronami,Sheriff,2375,10,2137.5,NA,Bronze,16-20,679,0,1,1,True
Overdrive,Stinger,2175,20,1740.0,EU,Immortal,26-30,837,5,1,1,True
Wasteland,Shorty,1275,30,892.5,EU,Platinum,26-30,3104,18,0,0,False
Singularity,Ares,2175,20,1740.0,EU,Gold,21-25,3805,15,1,1,False
Oni,Bulldog,1775,30,1242.5,EU,Silver,26-30,2908,17,1,0,True
Radiant,Ghost,2975,30,2082.5,NA,Diamond,21-25,2809,6,0,1,False
Wasteland,Shorty,1275,20,1020.0,EU,Gold,16-20,2011,4,1,1,True
Evori,Melee,4950,30,3465.0,EU,Iron,16-20,2893,2,0,1,True
Mystbloom,Outlaw,2175,30,1522.5,Asia,Bronze,26-30,4429,15,1,0,True
Radiant,Ghost,2975,10,2677.5,EU,Bronze,21-25,3711,0,0,0,True
Mystbloom,Outlaw,2175,20,1740.0,NA,Bronze,26-30,3110,18,0,0,False
Gaia,Vandal,1775,30,1242.5,EU,Radiant,16-20,4127,9,1,1,True
Reaver,Bandit,1775,10,1597.5,NA,Radiant,26-30,1014,6,0,0,False
Mystbloom,Outlaw,2175,20,1740.0,Asia,Diamond,21-25,1604,12,1,1,True
Forsaken,Spectre,1775,0,1775.0,NA,Bronze,26-30,4524,10,0,0,False
Araxys,Vandal,2175,30,1522.5,EU,Iron,16-20,4636,8,1,1,True
Araxys,Vandal,2175,30,1522.5,Asia,Bronze,21-25,4272,19,0,1,False
RGX,Operator,2175,10,1957.5,NA,Bronze,26-30,3458,3,0,1,False
Kuronami,Sheriff,2375,10,2137.5,EU,Platinum,16-20,1598,13,1,0,False
Reaver,Bandit,1775,20,1420.0,EU,Radiant,21-25,1576,13,0,0,False
Wasteland,Shorty,1275,30,892.5,Asia,Silver,21-25,2280,5,0,1,True
Neptune,Odin,1775,0,1775.0,EU,Bronze,21-25,2873,7,0,0,False
Evori,Melee,4950,30,3465.0,Asia,Silver,26-30,635,5,1,0,False
RGX,Operator,2175,0,2175.0,EU,Bronze,16-20,1569,10,0,1,True
Gaia,Vandal,1775,10,1597.5,EU,Radiant,16-20,2743,5,1,0,True
Spectrum,Phantom,2675,30,1872.4999999999998,NA,Silver,16-20,1639,9,0,1,False
Spectrum,Phantom,2675,30,1872.4999999999998,NA,Silver,16-20,4537,4,0,1,True
Evori,Melee,4950,10,4455.0,Asia,Gold,21-25,640,0,0,0,False
Araxys,Vandal,2175,30,1522.5,EU,Gold,21-25,4710,17,1,0,True
Radiant,Ghost,2975,30,2082.5,Asia,Silver,21-25,1326,2,0,0,False
Singularity,Ares,2175,20,1740.0,EU,Gold,16-20,1174,12,1,1,True
Neptune,Odin,1775,10,1597.5,Asia,Radiant,26-30,3290,8,0,0,False
Oni,Bulldog,1775,30,1242.5,Asia,Immortal,26-30,1521,12,0,0,True
Nocturnum,Marshal,2175,0,2175.0,Asia,Platinum,26-30,3884,0,1,1,False
Imperium,Judge,2175,10,1957.5,EU,Silver,26-30,2818,12,1,1,False
Wasteland,Shorty,1275,20,1020.0,NA,Gold,26-30,1167,19,1,0,True
Oni,Bulldog,1775,20,1420.0,EU,Radiant,26-30,1687,8,1,0,True
Radiant,Ghost,2975,20,2380.0,Asia,Gold,21-25,2094,4,1,1,False
Glitchpop,Classic,2175,20,1740.0,Asia,Radiant,26-30,4623,5,0,1,True
Wasteland,Shorty,1275,0,1275.0,NA,Radiant,16-20,4598,12,1,1,True
Evori,Melee,4950,0,4950.0,Asia,Platinum,16-20,3478,2,0,0,True
Araxys,Vandal,2175,10,1957.5,Asia,Gold,26-30,2902,4,0,1,False
Kuronami,Sheriff,2375,10,2137.5,Asia,Gold,16-20,1452,7,0,0,False
Evori,Melee,4950,10,4455.0,EU,Iron,16-20,744,13,1,1,True
Araxys,Vandal,2175,30,1522.5,NA,Iron,26-30,2438,15,0,0,True
Ion,Bucky,1775,0,1775.0,NA,Immortal,21-25,3921,3,1,1,True
Reaver,Bandit,1775,10,1597.5,NA,Platinum,21-25,1913,1,0,1,False
Reaver,Bandit,1775,30,1242.5,NA,Silver,21-25,2004,5,0,1,True
Ion,Bucky,1775,0,1775.0,Asia,Radiant,16-20,1555,14,0,1,False
Reaver,Bandit,1775,10,1597.5,NA,Immortal,21-25,4836,11,0,1,False
Glitchpop,Classic,2175,0,2175.0,Asia,Platinum,21-25,930,10,0,0,True
Ion,Bucky,1775,0,1775.0,NA,Platinum,21-25,1246,0,0,1,False
Ion,Bucky,1775,30,1242.5,NA,Platinum,26-30,587,11,0,0,False
Mystbloom,Outlaw,2175,0,2175.0,NA,Radiant,16-20,782,16,1,1,False
Glitchpop,Classic,2175,30,1522.5,Asia,Immortal,26-30,1091,10,0,1,False
Ion,Bucky,1775,10,1597.5,Asia,Gold,26-30,625,10,1,0,False
Overdrive,Stinger,2175,0,2175.0,NA,Gold,21-25,518,7,0,0,False
Radiant,Ghost,2975,20,2380.0,NA,Immortal,16-20,3897,13,1,0,True
Spectrum,Phantom,2675,10,2407.5,Asia,Bronze,21-25,766,16,0,1,False
Kuronami,Sheriff,2375,10,2137.5,NA,Iron,26-30,4281,16,0,0,False
Gaia,Vandal,1775,0,1775.0,NA,Bronze,26-30,2263,14,1,0,False
Overdrive,Stinger,2175,10,1957.5,Asia,Iron,16-20,1660,0,1,0,True
Elderflame,Frenzy,2475,0,2475.0,NA,Bronze,26-30,2453,0,0,0,False
Ion,Bucky,1775,0,1775.0,NA,Immortal,26-30,3171,7,1,1,True
Mystbloom,Outlaw,2175,0,2175.0,NA,Silver,21-25,1251,5,0,1,False
Araxys,Vandal,2175,10,1957.5,NA,Iron,21-25,2635,10,1,0,False
RGX,Operator,2175,10,1957.5,Asia,Diamond,21-25,1893,15,0,1,False
Elderflame,Frenzy,2475,20,1980.0,Asia,Iron,26-30,4318,17,1,0,True
Prime,Guardian,1775,20,1420.0,Asia,Immortal,16-20,2960,19,0,1,True
Araxys,Vandal,2175,10,1957.5,EU,Immortal,21-25,1947,9,0,0,False
Prime,Guardian,1775,20,1420.0,NA,Platinum,26-30,2653,18,0,0,False
Reaver,Bandit,1775,0,1775.0,Asia,Platinum,26-30,546,11,0,1,False
RGX,Operator,2175,10,1957.5,EU,Radiant,26-30,1487,2,0,0,True
Imperium,Judge,2175,30,1522.5,EU,Iron,26-30,2899,10,1,0,True
Ion,Bucky,1775,0,1775.0,EU,Gold,26-30,2603,19,0,0,False
Imperium,Judge,2175,20,1740.0,NA,Silver,21-25,1219,17,0,1,False
Oni,Bulldog,1775,20,1420.0,Asia,Bronze,16-20,4014,2,0,0,True
Overdrive,Stinger,2175,20,1740.0,NA,Radiant,16-20,608,3,1,0,True
Reaver,Bandit,1775,30,1242.5,EU,Radiant,16-20,1132,8,1,0,False
Ion,Bucky,1775,10,1597.5,NA,Radiant,16-20,4122,14,0,1,False
Imperium,Judge,2175,30,1522.5,EU,Diamond,26-30,4223,17,1,1,True
Elderflame,Frenzy,2475,10,2227.5,Asia,Immortal,21-25,1654,4,0,1,False
Neptune,Odin,1775,10,1597.5,NA,Bronze,16-20,3736,11,0,0,False
Elderflame,Frenzy,2475,30,1732.5,EU,Radiant,21-25,2846,0,1,0,True
Araxys,Vandal,2175,0,2175.0,NA,Radiant,16-20,4394,14,0,0,True
Araxys,Vandal,2175,20,1740.0,Asia,Silver,26-30,935,3,1,0,False
Radiant,Ghost,2975,10,2677.5,Asia,Platinum,21-25,826,19,1,0,False
Reaver,Bandit,1775,0,1775.0,EU,Immortal,26-30,1748,11,1,0,False
Neptune,Odin,1775,0,1775.0,NA,Iron,21-25,4940,12,0,1,False
Wasteland,Shorty,1275,10,1147.5,EU,Silver,16-20,3431,13,1,0,True
Imperium,Judge,2175,10,1957.5,Asia,Radiant,16-20,555,6,1,1,True
Overdrive,Stinger,2175,30,1522.5,Asia,Bronze,16-20,2412,0,0,0,True
RGX,Operator,2175,30,1522.5,Asia,Radiant,26-30,2906,2,1,0,True
Radiant,Ghost,2975,20,2380.0,EU,Silver,26-30,3050,13,1,1,True
Imperium,Judge,2175,30,1522.5,Asia,Iron,21-25,3864,14,0,0,True
Elderflame,Frenzy,2475,20,1980.0,Asia,Diamond,26-30,1762,12,1,0,False
Overdrive,Stinger,2175,0,2175.0,Asia,Platinum,21-25,4652,2,0,0,False
Evori,Melee,4950,30,3465.0,Asia,Bronze,21-25,4083,0,1,0,False
Oni,Bulldog,1775,0,1775.0,NA,Radiant,26-30,2126,19,1,1,True
Gaia,Vandal,1775,30,1242.5,Asia,Radiant,21-25,2493,15,1,1,True
Mystbloom,Outlaw,2175,0,2175.0,EU,Radiant,26-30,3202,2,0,0,True
Ion,Bucky,1775,30,1242.5,NA,Silver,16-20,3799,18,0,1,True
Evori,Melee,4950,10,4455.0,NA,Immortal,26-30,3334,7,0,0,False
Elderflame,Frenzy,2475,0,2475.0,NA,Radiant,21-25,1117,7,1,0,False
Reaver,Bandit,1775,30,1242.5,Asia,Immortal,16-20,1849,3,0,0,True
Spectrum,Phantom,2675,0,2675.0,EU,Platinum,21-25,2779,20,1,0,True
Imperium,Judge,2175,30,1522.5,EU,Silver,16-20,794,15,1,0,True
RGX,Operator,2175,0,2175.0,NA,Radiant,26-30,2885,18,1,0,True
Reaver,Bandit,1775,0,1775.0,NA,Diamond,21-25,1716,1,0,1,False
Radiant,Ghost,2975,0,2975.0,EU,Gold,16-20,2774,10,0,1,False
Araxys,Vandal,2175,30,1522.5,EU,Bronze,16-20,3574,7,0,0,False
Kuronami,Sheriff,2375,10,2137.5,Asia,Diamond,21-25,2176,19,0,0,True
Elderflame,Frenzy,2475,20,1980.0,EU,Platinum,26-30,2174,8,1,0,True
Neptune,Odin,1775,20,1420.0,EU,Radiant,26-30,914,10,0,1,False
Araxys,Vandal,2175,0,2175.0,Asia,Silver,26-30,4922,15,1,1,False
Gaia,Vandal,1775,20,1420.0,EU,Iron,21-25,3652,7,0,0,True
Glitchpop,Classic,2175,30,1522.5,Asia,Bronze,16-20,3637,9,1,0,False
Nocturnum,Marshal,2175,10,1957.5,EU,Immortal,26-30,2174,3,1,0,True
Mystbloom,Outlaw,2175,10,1957.5,EU,Platinum,16-20,1351,2,0,0,False
Evori,Melee,4950,0,4950.0,EU,Platinum,16-20,3376,16,0,1,False
Forsaken,Spectre,1775,30,1242.5,EU,Radiant,16-20,1807,0,0,1,False
Kuronami,Sheriff,2375,20,1900.0,Asia,Platinum,16-20,2271,16,0,0,True
Forsaken,Spectre,1775,20,1420.0,NA,Diamond,26-30,2560,6,1,0,True
Imperium,Judge,2175,10,1957.5,NA,Silver,16-20,3289,11,1,0,True
Forsaken,Spectre,1775,30,1242.5,EU,Platinum,16-20,2647,4,1,1,True
Radiant,Ghost,2975,0,2975.0,Asia,Immortal,21-25,3049,2,1,1,True
Imperium,Judge,2175,20,1740.0,NA,Diamond,26-30,1160,2,0,0,True
Glitchpop,Classic,2175,0,2175.0,EU,Radiant,26-30,1286,7,1,0,False
Evori,Melee,4950,30,3465.0,EU,Silver,26-30,1086,3,1,0,True
Radiant,Ghost,2975,0,2975.0,EU,Iron,21-25,3719,15,0,1,True
Prime,Guardian,1775,30,1242.5,NA,Diamond,26-30,1534,3,0,0,False
RGX,Operator,2175,30,1522.5,Asia,Silver,21-25,1783,2,0,1,True
Nocturnum,Marshal,2175,20,1740.0,NA,Platinum,26-30,4679,4,1,0,False
Elderflame,Frenzy,2475,30,1732.5,Asia,Bronze,21-25,4871,5,0,1,False
Radiant,Ghost,2975,30,2082.5,EU,Immortal,16-20,1627,8,0,0,True
Gaia,Vandal,1775,20,1420.0,EU,Iron,21-25,4000,3,0,1,False
Elderflame,Frenzy,2475,20,1980.0,NA,Bronze,26-30,3747,19,0,0,True
Gaia,Vandal,1775,30,1242.5,NA,Iron,21-25,3446,5,0,0,True
Evori,Melee,4950,10,4455.0,EU,Iron,21-25,3638,2,0,0,False
Gaia,Vandal,1775,10,1597.5,Asia,Iron,21-25,745,11,1,1,True
Forsaken,Spectre,1775,30,1242.5,Asia,Gold,26-30,806,8,0,1,False
Overdrive,Stinger,2175,30,1522.5,NA,Immortal,21-25,3720,15,1,0,True
RGX,Operator,2175,10,1957.5,EU,Diamond,16-20,4055,3,1,0,False
Wasteland,Shorty,1275,0,1275.0,Asia,Platinum,16-20,2280,14,0,0,False
Gaia,Vandal,1775,10,1597.5,EU,Silver,16-20,1287,15,0,0,True
Glitchpop,Classic,2175,30,1522.5,EU,Iron,26-30,838,6,1,1,True
Elderflame,Frenzy,2475,20,1980.0,NA,Diamond,26-30,3663,19,1,1,True
Mystbloom,Outlaw,2175,30,1522.5,Asia,Bronze,26-30,3646,0,0,1,False
Glitchpop,Classic,2175,0,2175.0,NA,Silver,26-30,1896,1,0,0,False
Glitchpop,Classic,2175,30,1522.5,NA,Radiant,26-30,4086,11,1,0,True
Spectrum,Phantom,2675,10,2407.5,EU,Iron,16-20,4644,14,1,0,True
Ora,Sheriff,2475,30,1732.5,EU,Radiant,21-25,3037,0,1,1,False
Nocturnum,Marshal,2175,0,2175.0,NA,Iron,21-25,3862,16,1,1,False
Wasteland,Shorty,1275,10,1147.5,Asia,Bronze,16-20,2168,16,0,0,False
Evori,Melee,4950,30,3465.0,EU,Immortal,26-30,1151,8,1,0,False
RGX,Operator,2175,20,1740.0,NA,Gold,21-25,1385,4,1,0,False
Mystbloom,Outlaw,2175,20,1740.0,NA,Diamond,21-25,2194,12,1,0,True
RGX,Operator,2175,20,1740.0,EU,Immortal,26-30,3403,7,1,0,True
Spectrum,Phantom,2675,30,1872.4999999999998,EU,Gold,21-25,3992,7,0,1,False
Elderflame,Frenzy,2475,10,2227.5,EU,Platinum,26-30,2111,20,0,1,False
Evori,Melee,4950,20,3960.0,Asia,Platinum,26-30,659,9,0,1,False
Radiant,Ghost,2975,30,2082.5,NA,Gold,21-25,3563,0,0,1,False
Radiant,Ghost,2975,20,2380.0,NA,Diamond,26-30,2938,3,1,1,False
Forsaken,Spectre,1775,0,1775.0,Asia,Radiant,26-30,4306,13,1,0,True
Forsaken,Spectre,1775,30,1242.5,NA,Silver,26-30,4425,1,0,0,True
Singularity,Ares,2175,20,1740.0,Asia,Silver,21-25,4702,15,0,0,True
Radiant,Ghost,2975,30,2082.5,EU,Radiant,21-25,4422,2,0,1,True
Imperium,Judge,2175,10,1957.5,EU,Diamond,26-30,1916,1,0,1,False
Forsaken,Spectre,1775,30,1242.5,NA,Immortal,21-25,1409,3,1,0,True
Reaver,Bandit,1775,10,1597.5,NA,Iron,21-25,3857,19,1,0,True
Evori,Melee,4950,30,3465.0,EU,Silver,21-25,1355,0,0,1,True
Araxys,Vandal,2175,0,2175.0,Asia,Iron,26-30,4923,11,0,0,False
Spectrum,Phantom,2675,10,2407.5,EU,Gold,16-20,2551,9,0,1,True
Elderflame,Frenzy,2475,0,2475.0,Asia,Gold,21-25,1674,19,0,0,True
Mystbloom,Outlaw,2175,10,1957.5,NA,Bronze,26-30,3156,19,1,1,False
Evori,Melee,4950,0,4950.0,Asia,Platinum,26-30,3599,8,0,1,False
Prime,Guardian,1775,30,1242.5,NA,Platinum,26-30,699,7,1,0,False
Prime,Guardian,1775,30,1242.5,Asia,Silver,26-30,3567,0,1,1,False
Reaver,Bandit,1775,30,1242.5,NA,Bronze,26-30,2148,14,1,0,True
RGX,Operator,2175,30,1522.5,EU,Iron,21-25,4191,14,1,0,True
Radiant,Ghost,2975,0,2975.0,NA,Platinum,26-30,3308,12,1,1,False
Overdrive,Stinger,2175,10,1957.5,NA,Immortal,26-30,3766,8,0,0,False
RGX,Operator,2175,0,2175.0,Asia,Gold,21-25,615,19,1,1,False
Reaver,Bandit,1775,30,1242.5,EU,Diamond,26-30,676,0,0,1,True
Reaver,Bandit,1775,10,1597.5,Asia,Bronze,16-20,3315,0,1,0,False
Gaia,Vandal,1775,0,1775.0,NA,Silver,16-20,568,18,0,1,False
Prime,Guardian,1775,20,1420.0,Asia,Bronze,21-25,3623,15,1,0,True
Neptune,Odin,1775,30,1242.5,Asia,Bronze,16-20,4617,3,1,0,False
Mystbloom,Outlaw,2175,30,1522.5,EU,Bronze,26-30,3722,13,1,0,True
Ion,Bucky,1775,10,1597.5,EU,Bronze,26-30,2813,4,0,0,False
RGX,Operator,2175,20,1740.0,NA,Platinum,21-25,569,6,1,1,False
Nocturnum,Marshal,2175,10,1957.5,NA,Gold,21-25,717,7,0,1,False
Gaia,Vandal,1775,20,1420.0,NA,Radiant,26-30,3687,11,0,1,False
Wasteland,Shorty,1275,20,1020.0,NA,Radiant,16-20,2907,14,0,0,False
Singularity,Ares,2175,10,1957.5,NA,Gold,26-30,2233,14,1,0,False
Mystbloom,Outlaw,2175,30,1522.5,Asia,Silver,21-25,3643,14,0,1,False
Ora,Sheriff,2475,30,1732.5,NA,Platinum,21-25,3675,15,0,1,False
Radiant,Ghost,2975,0,2975.0,NA,Iron,16-20,2036,10,0,0,False
Kuronami,Sheriff,2375,10,2137.5,EU,Platinum,16-20,705,20,0,1,False
Evori,Melee,4950,0,4950.0,NA,Gold,16-20,734,11,1,0,False
Reaver,Bandit,1775,0,1775.0,NA,Diamond,26-30,4876,15,1,0,False
Ora,Sheriff,2475,20,1980.0,NA,Diamond,16-20,2902,18,1,0,False
Spectrum,Phantom,2675,0,2675.0,EU,Diamond,26-30,3787,2,1,0,False
Singularity,Ares,2175,30,1522.5,NA,Radiant,16-20,4577,10,1,1,True
Evori,Melee,4950,10,4455.0,NA,Bronze,21-25,3041,17,1,0,False
Overdrive,Stinger,2175,20,1740.0,NA,Bronze,16-20,4230,6,1,0,True
Evori,Melee,4950,20,3960.0,NA,Platinum,21-25,1832,7,1,0,True
Mystbloom,Outlaw,2175,20,1740.0,Asia,Iron,26-30,1931,16,0,0,True
Elderflame,Frenzy,2475,30,1732.5,Asia,Radiant,26-30,4575,0,1,1,False
Ora,Sheriff,2475,30,1732.5,EU,Gold,16-20,3662,19,1,1,True
Araxys,Vandal,2175,20,1740.0,Asia,Immortal,26-30,3797,2,1,0,True
Forsaken,Spectre,1775,20,1420.0,NA,Platinum,21-25,1601,5,1,0,False
Neptune,Odin,1775,10,1597.5,NA,Silver,16-20,3874,4,1,1,True
Reaver,Bandit,1775,30,1242.5,EU,Silver,21-25,1230,0,1,0,True
Overdrive,Stinger,2175,10,1957.5,EU,Radiant,21-25,3364,10,0,1,False
Evori,Melee,4950,20,3960.0,NA,Iron,16-20,2645,6,0,1,False
Evori,Melee,4950,20,3960.0,NA,Immortal,16-20,2786,5,1,0,False
Evori,Melee,4950,20,3960.0,NA,Silver,26-30,3868,19,0,0,False
Gaia,Vandal,1775,20,1420.0,NA,Iron,26-30,1086,2,0,0,False
Gaia,Vandal,1775,10,1597.5,NA,Platinum,26-30,2551,0,0,1,False
Araxys,Vandal,2175,10,1957.5,Asia,Immortal,16-20,3913,1,1,1,False
Overdrive,Stinger,2175,20,1740.0,NA,Gold,21-25,3249,16,1,1,True
Radiant,Ghost,2975,0,2975.0,NA,Radiant,26-30,3578,3,0,0,False
Imperium,Judge,2175,30,1522.5,NA,Silver,16-20,2045,5,0,1,False
Gaia,Vandal,1775,10,1597.5,NA,Diamond,26-30,518,9,0,1,False
RGX,Operator,2175,30,1522.5,NA,Silver,16-20,860,9,0,1,False
Araxys,Vandal,2175,20,1740.0,EU,Bronze,26-30,2368,19,1,1,True
Gaia,Vandal,1775,10,1597.5,EU,Immortal,16-20,3827,6,1,0,True
Araxys,Vandal,2175,30,1522.5,Asia,Radiant,16-20,1845,20,0,1,True
Imperium,Judge,2175,10,1957.5,Asia,Bronze,16-20,2610,6,0,1,False
Elderflame,Frenzy,2475,0,2475.0,EU,Radiant,21-25,1989,14,1,1,True
Kuronami,Sheriff,2375,0,2375.0,NA,Silver,21-25,3794,16,0,0,True
Spectrum,Phantom,2675,10,2407.5,NA,Radiant,21-25,1056,6,1,1,False
Radiant,Ghost,2975,20,2380.0,EU,Gold,16-20,3414,6,0,1,True
Forsaken,Spectre,1775,10,1597.5,EU,Immortal,26-30,4739,19,0,1,False
Araxys,Vandal,2175,20,1740.0,NA,Bronze,21-25,877,8,1,0,True
Ion,Bucky,1775,20,1420.0,NA,Radiant,26-30,3317,12,1,0,False
Neptune,Odin,1775,30,1242.5,EU,Immortal,16-20,3761,15,1,0,True
Prime,Guardian,1775,30,1242.5,EU,Bronze,16-20,4125,8,1,1,True
Kuronami,Sheriff,2375,30,1662.5,Asia,Silver,16-20,1986,9,1,1,True
Kuronami,Sheriff,2375,20,1900.0,Asia,Silver,16-20,3147,19,1,0,True
Mystbloom,Outlaw,2175,0,2175.0,EU,Radiant,21-25,1087,3,0,1,False
Forsaken,Spectre,1775,20,1420.0,NA,Silver,21-25,2619,18,0,1,False
Evori,Melee,4950,10,4455.0,Asia,Platinum,26-30,1381,3,1,0,False
Reaver,Bandit,1775,10,1597.5,EU,Iron,26-30,2965,1,0,0,False
Mystbloom,Outlaw,2175,20,1740.0,Asia,Platinum,21-25,1910,5,0,1,True
RGX,Operator,2175,10,1957.5,Asia,Gold,21-25,1650,0,0,0,False
Ion,Bucky,1775,30,1242.5,Asia,Silver,16-20,742,19,1,1,False
Glitchpop,Classic,2175,30,1522.5,Asia,Gold,16-20,3976,11,1,0,True
Mystbloom,Outlaw,2175,10,1957.5,Asia,Silver,21-25,1704,18,1,1,False
Ion,Bucky,1775,30,1242.5,Asia,Iron,26-30,1423,16,1,1,True
Singularity,Ares,2175,0,2175.0,Asia,Silver,16-20,1070,0,0,0,False
Mystbloom,Outlaw,2175,20,1740.0,Asia,Immortal,16-20,3032,0,0,1,False
Radiant,Ghost,2975,10,2677.5,NA,Radiant,16-20,4708,20,0,1,False
Ion,Bucky,1775,30,1242.5,Asia,Silver,16-20,565,16,0,1,True
Forsaken,Spectre,1775,0,1775.0,Asia,Diamond,16-20,841,20,0,0,False
Evori,Melee,4950,10,4455.0,NA,Diamond,26-30,3990,7,1,0,False
RGX,Operator,2175,30,1522.5,EU,Radiant,16-20,1929,9,0,1,False
Forsaken,Spectre,1775,0,1775.0,NA,Iron,26-30,3638,3,1,1,True
Reaver,Bandit,1775,0,1775.0,NA,Bronze,21-25,4503,11,0,0,False
Radiant,Ghost,2975,30,2082.5,EU,Platinum,16-20,709,14,1,0,True
Radiant,Ghost,2975,0,2975.0,EU,Platinum,16-20,2310,6,1,1,True
Mystbloom,Outlaw,2175,10,1957.5,Asia,Radiant,16-20,1662,19,1,1,False
Radiant,Ghost,2975,20,2380.0,NA,Radiant,21-25,3637,17,1,1,True
Neptune,Odin,1775,0,1775.0,NA,Iron,21-25,3065,0,0,1,True
Araxys,Vandal,2175,20,1740.0,Asia,Platinum,21-25,3388,7,0,1,False
Prime,Guardian,1775,0,1775.0,Asia,Iron,26-30,3157,15,0,1,True
Ion,Bucky,1775,10,1597.5,Asia,Gold,16-20,4937,4,1,1,True
